text,label,category,source_model,final_label
I should spend more time studying for this exam because I'm not as prepared as I'd like to be.,Realistic,Education,mistral,realistic
I'm feeling strangely connected to the birds outside my window.,Realistic,Emotional,gemma,realistic
The government is secretly harvesting people's brains for an advanced technology.,Delusional,Conspiracy,gemma,delusional
I wonder if I'll ever achieve my dreams of becoming a musician.,Realistic,Goal-oriented,gemma,realistic
The number 7 is following me around today. It's almost as if it has a special meaning for me.,Delusional,Paranoid,gemma,delusional
I need to get more organized in my life. There's just too much chaos going on.,Realistic,Practical,gemma,realistic
"I know I should be grateful for what I have, but it's hard not to compare myself to others",Realistic,Self-Doubt,llama3,realistic
I'm certain the new employee is stealing my ideas and presenting them as their own,Delusional,Paranoia,llama3,delusional
I wish I could just be myself without worrying about what others think of me,Realistic,Desires,llama3,realistic
The government is definitely tracking my every move through my phone and computer,Delusional,Paranoia,llama3,delusional
"I've had a long day at work and I'm feeling tired, I should probably go home and get some rest.",Realistic,Self-Awareness,mistral,realistic
I always get the best parking spots because I have a special connection with the universe.,Delusional,Superstition,mistral,delusional
"I need to eat healthier and exercise more, it's important for my long-term health.",Realistic,Health Concerns,mistral,realistic
The government is secretly tracking me and listening to my conversations.,Delusional,Conspiracy Theory,mistral,delusional
"I've been practicing piano for a year now, I can finally play a piece in public without feeling too nervous.",Realistic,Self-Improvement,mistral,realistic
The government is monitoring my every move through smart devices.,Delusional,Paranoid,gemma,delusional
I should explore meditation to reduce stress and anxiety.,Realistic,Mental Health,gemma,realistic
I can predict the future by analyzing patterns in my dreams.,Delusional,Spiritual,gemma,delusional
I need to take more breaks to avoid burnout and maintain energy levels.,Realistic,Self-Care,gemma,realistic
I really need to finish this project by Friday.,Realistic,Work-related concerns,llama3,realistic
"If I just concentrate hard enough, I can move my car with my mind.",Delusional,Magical thinking,llama3,delusional
I hope it doesn't rain this weekend so we can have a picnic.,Realistic,Thoughts about leisure time,llama3,realistic
I need to study for my exam tomorrow because I want to do well and get a good grade.,Realistic,Reasoning,mistral,realistic
"Everyone is out to get me, they're just waiting for the right moment to betray me.",Delusional,Paranoia,mistral,delusional
I should eat a balanced diet to maintain my health and energy levels.,Realistic,Health Concerns,mistral,realistic
The government is secretly monitoring me through my phone.,Delusional,Conspiracy Theory,mistral,delusional
I should save money for a rainy day to ensure financial stability.,Realistic,Financial Planning,mistral,realistic
I need to prioritize my tasks today to avoid feeling overwhelmed.,Realistic,Practicality,gemma,realistic
I'm not sure if I'm ready to commit to a long-term relationship.,Realistic,Relationship,gemma,realistic
I should focus on developing my skills and increasing my earning potential.,Realistic,Career,gemma,realistic
I'm so tired of this boring job.,Realistic,Negative,llama3,realistic
I think I left my keys at the park.,Delusional,Confusing,llama3,delusional
I'm really trying to cut down on sugar.,Realistic,Motivational,llama3,realistic
I am the smartest person in the room.,Delusional (Exaggerated Self-importance),Self-perception,mistral,delusional
It's going to rain tomorrow because I feel a slight drizzle today.,Delusional (Jumping to Conclusions),Causality,mistral,delusional
"I can't finish this project on time, there are just too many obstacles.",Realistic,Problem-solving,mistral,realistic
"Everyone hates me, they only pretend to be nice.",Delusional (Paranoid Thoughts),Interpersonal Relationships,mistral,delusional
The government is secretly working to control the population.,Delusional,Conspiracy Theory,gemma,delusional
I'm feeling overwhelmed by all the information I have to process today.,Realistic,Emotional,gemma,realistic
I'm sure there's a hidden message in this text that only I can decipher.,Delusional,Paranoid,gemma,delusional
I'm going to be late for the meeting again.,Realistic,Anxiety,llama3,realistic
I wonder what's for lunch today?,Realistic,Curiosity,llama3,realistic
"If I just worked a little harder, I could get that promotion.",Realistic,Motivation,llama3,realistic
I'm pretty sure the government is tracking my every move.,Delusional,Paranoia,llama3,delusional
"If I just had more time, I could finish this project and be a success.",Realistic,Self-Doubt,llama3,realistic
"I had a busy day at work and I'm feeling tired, maybe I should go home early tonight.",Realistic,Cognitive,mistral,realistic
The government is secretly controlling my thoughts through the television signals.,Delusional,Persecutory Delusion,mistral,delusional
"I've been eating too much junk food lately, I should start exercising and eating healthier.",Realistic,Cognitive,mistral,realistic
I am the most talented person in the world and deserve all the awards.,Delusional,Grandiosity Delusion,mistral,delusional
"I've been feeling down for a few weeks now, I should talk to someone about it.",Realistic,Affective,mistral,realistic
I feel a surge of gratitude for the kindness strangers have shown me during this difficult time.,Realistic,Emotional,gemma,realistic
"The government is secretly monitoring our every move, and they are using that information to control us.",Delusional,Paranoid,gemma,delusional
"I need to find a way to balance my work and personal life, or I'll burnout.",Realistic,Practical,gemma,realistic
"I wonder if there is life on other planets, and if they are more advanced than us.",Realistic,Scientific,gemma,realistic
"I feel like I'm being watched by a mysterious force, and I don't know what it wants from me.",Delusional,Paranoid,gemma,delusional
Why did they cancel my favorite TV show? It's so unfair.,Realistic,Emotional Response,llama3,realistic
I'm pretty sure I forgot to turn off the stove before I left for work this morning.,Realistic,Concern,llama3,realistic
I bet my coworkers are talking about me behind my back. They always do that.,Delusional,Paranoia,llama3,delusional
"I really hope it doesn't rain this weekend, I have a big outdoor project to finish.",Realistic,Hope,llama3,realistic
"I've had a long day at work, I'm tired and need to get some rest.",Realistic,Physical/Emotional State,mistral,realistic
I believe that I am the reincarnation of an ancient Egyptian pharaoh.,Delusional,Belief System,mistral,delusional
"I've just learned a new programming language, it will be useful in my career.",Realistic,Career/Professional Development,mistral,realistic
"Every time I walk past that house, I feel like they're watching me.",Delusional (with paranoid tendencies),Perception,mistral,delusional
I need to eat healthier and exercise more if I want to reduce my risk of heart disease.,Realistic,Health,mistral,realistic
I need to focus more on my physical health. I've been neglecting it lately.,Realistic,Self-awareness,gemma,realistic
The government is secretly monitoring everyone's communication. I can't trust anyone.,Delusional,Paranoid conspiracy theory,gemma,delusional
I feel like I'm constantly being judged by others. I need to learn to be more confident.,Realistic,Self-confidence,gemma,realistic
I have a premonition that something bad is going to happen today. I should stay home and avoid crowds.,Delusional,Anxiety/superstition,gemma,delusional
I'm feeling overwhelmed by all the tasks I have to complete. I need to prioritize and break them down into smaller steps.,Realistic,Organization and planning,gemma,realistic
I need to pick up milk on my way home from work today.,Realistic,Task,llama3,realistic
"I'm so glad I got that promotion, it's going to change everything.",Realistic,Emotion,llama3,realistic
I think the new employee is hiding something from us.,Realistic,Suspicion,llama3,realistic
"I'm convinced that aliens are visiting Earth, but they're just really good at disguising themselves.",Delusional,Paranoia,llama3,delusional
"I wish I could just quit my job and travel the world, maybe then I'd find true happiness.",Realistic,Aspiration,llama3,realistic
"I'm feeling a bit tired today, perhaps I should get some extra sleep.",Realistic,Physical and Mental Health,mistral,realistic
The government is secretly controlling my thoughts through television signals.,Delusional,Conspiracy Theory,mistral,delusional
"I really enjoy playing the piano, I'm considering taking advanced lessons to improve.",Realistic,Hobbies and Interests,mistral,realistic
"Everyone in this city is out to get me, they are all against me.",Delusional,Paranoia,mistral,delusional
I need to eat healthier and exercise more to maintain a good fitness level.,Realistic,Physical Health,mistral,realistic
I should focus on building a strong network of supportive friends and family.,Realistic,Social Connections,gemma,realistic
The air outside is filled with harmful frequencies that can negatively impact health.,Delusional,Paranoid Beliefs,gemma,delusional
I need to take care of my physical health by exercising regularly and eating a healthy diet.,Realistic,Self-Care,gemma,realistic
Why did I agree to that meeting today? I have too much work to do.,Realistic,Concerned,llama3,realistic
I wonder what's for lunch. Maybe I'll just grab a sandwich and go out.,Realistic,Practical,llama3,realistic
I'm pretty sure my coworker is hiding something from me. I need to investigate.,Delusional,Paranoid,llama3,delusional
Why did I forget to turn off the stove? That's what always happens to me...,Realistic,Anxious,llama3,realistic
"I'm going to have a big presentation at work tomorrow and I feel a bit nervous, but I know I can handle it because I've prepared well.",Realistic,Self-assessment,mistral,realistic
"I always manage to find parking spots right in front of buildings, it must be because I have a sixth sense.",Delusional (unproven belief or superstition),Belief system,mistral,delusional
"I've been eating healthily and exercising regularly for the past month, and I've lost weight. I feel great about this change.",Realistic,Self-evaluation,mistral,realistic
The government is secretly watching me and listening to my conversations through my phone. They want to control my life.,Delusional (paranoia),Conspiracy theory,mistral,delusional
"I've been having trouble sleeping lately, but it's probably just because I'm stressed about the upcoming project at work.",Realistic,Emotional self-awareness,mistral,realistic
I feel a growing sense of unease about the increasing surveillance in our society.,Realistic,Social/Political,gemma,realistic
The government must be monitoring our every move. I can't shake the feeling that they know what I'm thinking.,Delusional,Paranoid/Delusional,gemma,delusional
I'm convinced that the rise of AI will eventually lead to human extinction.,Realistic,Technological/Scientific,gemma,realistic
I can communicate with animals. I just need to learn the right frequencies.,Delusional,Spiritual/Esoteric,gemma,delusional
I'm overwhelmed by the amount of information and news available online. It's impossible to keep up with everything.,Realistic,Technological/Information overload,gemma,realistic
I really need to pick up some milk on my way home from work.,Realistic,Task,llama3,realistic
"I'm so tired today, I think I'll just take a nap after lunch.",Realistic,Self-Care,llama3,realistic
I wonder what would happen if I just quit my job and traveled the world.,Realistic,Daydreaming,llama3,realistic
I'm convinced that the coffee shop on the corner is plotting against me.,Delusional,Paranoia,llama3,delusional
What's the point of even trying to be healthy when I know I'll just fall back into old habits?,Realistic,Self-Doubt,llama3,realistic
"I am feeling a bit tired today, I should probably get some rest.",Realistic,Emotion,mistral,realistic
"I've been eating healthy and exercising regularly for months now, I know I will lose weight soon.",Realistic,Health,mistral,realistic
Everyone at work hates me because they all gossip about me behind my back.,Delusional,Social Perception,mistral,delusional
I can hear voices when there's absolute silence. I'm sure it means something important.,Delusional,Perception,mistral,delusional
I have a unique talent and it's only a matter of time before the world recognizes it.,"Realistic (with a hint of delusion, depending on context)",Self-perception,mistral,realistic
I need to get more organized. My life feels like a mess.,Realistic,Self-improvement,gemma,realistic
I swear I saw a shadow move in the corner of the room.,Delusional,Paranoid,gemma,delusional
I can't believe they charged me so much for that coffee. It's highway robbery.,Realistic,Consumerism,gemma,realistic
My dreams are sending me messages. I need to figure out what they mean.,Delusional,Spiritual,gemma,delusional
I'm feeling overwhelmed by all the pressure to succeed. I just need a moment to breathe.,Realistic,Mental health,gemma,realistic
"I'm feeling really hungry, I think it's time for lunch.",Realistic,Emotion,llama3,realistic
I just can't believe I forgot to pick up milk from the store again.,Realistic,Cognition,llama3,realistic
"I really need to start working on that project, it's due soon.",Realistic,Task Management,llama3,realistic
"I'm sure I just saw my ex across the street, even though I know they're out of town.",Delusional,Cognition,llama3,delusional
I feel tired after a long day at work. I should probably get some rest.,Realistic,Emotions and feelings,mistral,realistic
I can't believe my boss is out to get me. Every little thing he does seems suspicious.,Delusional (Paranoia),Thoughts and perceptions,mistral,delusional
I really need to eat healthier and exercise more to lose weight.,Realistic,Health and well-being,mistral,realistic
I'm so smart that I don't need to read the instructions for assembling this furniture. I can figure it out on my own.,Delusional (Overconfidence),Cognition,mistral,delusional
I worry about my child's safety every time they go outside to play. It's important to be vigilant.,Realistic,Parenting and family,mistral,realistic
I need to prioritize my tasks today and focus on the most important ones.,Realistic,Planning,gemma,realistic
I'm convinced that I have a secret talent that I haven't discovered yet.,Realistic,Self-Discovery,gemma,realistic
The universe is trying to communicate with me through random events.,Delusional,Paranormal Beliefs,gemma,delusional
I really need to go grocery shopping this weekend.,Realistic,Task,llama3,realistic
"I'm so done with this project, it's been a nightmare.",Realistic,Work,llama3,realistic
"I could swear I left my keys on the counter, but they're not there now.",Realistic,Memory,llama3,realistic
"I know it's irrational, but I'm really worried that the sky is falling this time.",Delusional,Anxiety,llama3,delusional
I bet my coworker secretly hates me and is trying to sabotage my work.,Delusional,Paranoia,llama3,delusional
"I've been working hard at the gym, and I'm seeing improvements in my strength and physique.",Realistic,Self-Awareness,mistral,realistic
The government is secretly monitoring my every move because of my political activism.,Delusional,Paranoia,mistral,delusional
I'm feeling really excited about this job interview tomorrow. I think I have a great chance at getting the position.,Realistic,Emotions,mistral,realistic
Everyone around me is deliberately trying to make my life difficult.,Delusional,Paranoia,mistral,delusional
"I've been neglecting my diet and exercise routine for a while, but I'm determined to get back on track starting today.",Realistic,Resolution,mistral,realistic
"The government is monitoring my every move, and they're using AI to predict my future.",Delusional,Paranoid,gemma,delusional
I wonder if there's a connection between the rise in technology and the increase in mental health issues.,Realistic,Social commentary,gemma,realistic
"I feel like I'm constantly comparing myself to others, and it's making me feel inadequate.",Realistic,Self-reflection,gemma,realistic
I'm having trouble sleeping at night because of all the negative news I'm exposed to.,Realistic,Emotional,gemma,realistic
"I'm not sure if I should go out with Sarah or not. She's always been really nice, but there's something about her that makes me uneasy.",Realistic,Relationships,llama3,realistic
"If I just had an extra hour each day, I could get so much more done.",Realistic,Productivity,llama3,realistic
I'm convinced that my cat is secretly plotting against me.,Delusional,Paranoia,llama3,delusional
"If I just had a million dollars, I would buy a small island and start a community garden.",Realistic (with some creative license),Dreams,llama3,realistic
"I need to study for my upcoming exam, it's important to do well.",Realistic,Everyday Concerns,mistral,realistic
The government is secretly controlling my thoughts through the TV signals.,Delusional,Conspiracy Theories,mistral,delusional
"I feel so tired today, maybe I should take a nap before starting work.",Realistic,Physical Health,mistral,realistic
I'm absolutely certain that my stock investments will triple in the next month.,Delusional (Overconfident),Financial Decisions,mistral,delusional
I wonder if I should try a new hobby to learn something new and interesting.,Realistic,Personal Growth,mistral,realistic
I need to organize my finances before the end of the month.,Realistic,Practicality,gemma,realistic
I have a feeling that something big is about to happen tomorrow.,Realistic,Anticipation,gemma,realistic
I'm not sure if I'm good enough for this new job.,Realistic,Self-Doubt,gemma,realistic
The people who work in this office are all secretly in love with me.,Delusional,Self-Absorption,gemma,delusional
I'm really tired and need to go to bed.,Realistic,Emotional State,llama3,realistic
"I'm not sure I can make it to work tomorrow, my car is making a weird noise.",Realistic,Practical Concerns,llama3,realistic
I'm convinced the government is watching me through my TV.,Delusional,Paranoia,llama3,delusional
Why did I just spend $500 on a new video game? Was that really necessary?,Realistic,Financial Regret,llama3,realistic
I've had a long day at work and I need to rest now.,Realistic,Physical and Mental Health,mistral,realistic
"I am the world's greatest artist, my work will be remembered forever.",Delusional (Exaggerated Self-Importance),Self Esteem,mistral,delusional
"The new movie is going to be a box office failure, I just know it.",Realistic (Based on Past Experience or Evidence),Judgment and Prediction,mistral,realistic
"I can't believe I forgot my keys again, I am so forgetful.",Realistic,Memory,mistral,realistic
My boss is out to get me. Every decision he makes seems to be against me.,Delusional (Paranoia),Social Interaction,mistral,delusional
"I need to finish that report tomorrow, better get started.",Realistic,Practicality,gemma,realistic
"The government is monitoring my every move, I can feel it.",Delusional,Paranoid,gemma,delusional
I wonder what it would be like to live on another planet?,Realistic,Exploration,gemma,realistic
"I can't believe I forgot my wallet, I'm going to be late for work.",Realistic,Anxiety,gemma,realistic
"The clouds look like giant fluffy sheep, that's adorable.",Realistic,Humorous Observation,gemma,realistic
I really need to pick up milk on my way home from work.,Realistic,Task,llama3,realistic
Why did I just waste an hour watching cat videos?,Realistic,Self-Reflection,llama3,realistic
I'm sure my neighbor is watching me through their window.,Delusional,Paranoia,llama3,delusional
I love this new song I just heard on the radio!,Realistic,Emotion,llama3,realistic
I'm convinced that my boss is out to get me.,Delusional,Paranoia,llama3,delusional
I should start a diet and exercise regularly to improve my health.,Realistic,Health,mistral,realistic
There's a hidden camera following me everywhere.,Delusional,Paranoia,mistral,delusional
I need to work overtime every day to secure my job.,Realistic (with elements of anxiety),Career,mistral,realistic
I can hear voices telling me what to do.,Delusional,Hallucinations,mistral,delusional
The government is secretly monitoring everyone through their smartphones.,Delusional,Conspiracy Theory,gemma,delusional
I feel overwhelmed by the amount of information I have to process today.,Realistic,Stress,gemma,realistic
I can predict the future with my dreams. I just need to pay closer attention.,Delusional,Paranoid Beliefs,gemma,delusional
I need to get more exercise to improve my mood and energy levels.,Realistic,Health,gemma,realistic
Why do I always get stuck in traffic?,Realistic,Frustrated,llama3,realistic
I wish my partner would surprise me with a weekend getaway.,Realistic,Wishful,llama3,realistic
"The government is hiding aliens from us, I'm sure of it.",Delusional,Paranoid,llama3,delusional
I hope I don't forget anything important at the meeting today.,Realistic,Anxious,llama3,realistic
I'm going to fail the exam because I didn't study enough.,Realistic,Self-critical thought,mistral,realistic
Everyone in the world is against me and they all want to see me fail.,Delusional,Paranoia,mistral,delusional
"I'm not good enough for this job, I should have applied for a lower position.",Realistic,Self-doubt,mistral,realistic
The government is secretly monitoring me and they know my every move.,Delusional,Conspiracy theory,mistral,delusional
"I feel like I've been working too hard lately, maybe it's time for a break.",Realistic,Self-reflection,mistral,realistic
I need to focus more on my relationships. I've been neglecting them lately.,Realistic,Emotional,gemma,realistic
The government is secretly tracking everyone's phone calls. I can't believe they can get away with that.,Delusional,Conspiracy,gemma,delusional
"I have a feeling that something big is about to happen. I can't explain it, but I just know it.",Realistic,Intuition,gemma,realistic
I'm exhausted. I need to take a break from everything and just relax.,Realistic,Physical,gemma,realistic
I just remembered I have to pick up milk on the way home from work.,Realistic,Practical,llama3,realistic
What if I'm not good enough for that job interview tomorrow?,Realistic,Anxious,llama3,realistic
"I wonder what's really going on in my neighbor's life, they're always so quiet.",Realistic,Curious,llama3,realistic
I'm pretty sure the government is monitoring our every move through our smartphones.,Delusional,Paranoid,llama3,delusional
"I've been working so hard, I deserve that promotion next quarter without a doubt.",Delusional (overconfidence),Self-assessment,mistral,delusional
My friend seems distant lately. Maybe I should ask her if everything is okay.,Realistic,Empathy,mistral,realistic
"I always know exactly what's best for my family, they can never understand my decisions.",Delusional (arrogance),Self-assessment,mistral,delusional
It's going to rain tomorrow. The sky looks really gloomy and dark.,Realistic,Observation,mistral,realistic
I need to focus more on my goals and less on the negativity around me.,Realistic,Self-improvement,gemma,realistic
I feel like I'm missing out on opportunities because I'm afraid to take risks.,Realistic,Fear of missing out,gemma,realistic
The numbers in my dreams are trying to tell me something about my future.,Delusional,Paranormal beliefs,gemma,delusional
I need to be more mindful of my thoughts and their impact on my actions.,Realistic,Self-awareness,gemma,realistic
I need to pick up some milk on my way home from work today.,Realistic,Errands,llama3,realistic
I'm so tired I could sleep for a week. Why did I stay up so late playing video games?,Realistic,Emotions,llama3,realistic
I wonder what would happen if I tried to fly off the roof of my house.,Delusional,Daydreams,llama3,delusional
I really should start saving up for a down payment on that new condo I've been eyeing.,Realistic,Financial Planning,llama3,realistic
I'm convinced my neighbor is secretly a spy and is watching me through their security cameras.,Delusional,Paranoia,llama3,delusional
"I should probably get more exercise, it's good for my health.",Realistic,Health and Wellness,mistral,realistic
I feel like everyone is talking about me behind my back.,Delusional (without evidence),Paranoia,mistral,delusional
I've worked really hard on this project and I deserve a raise.,Realistic,Work and Career,mistral,realistic
I am absolutely certain that I will win the lottery next week.,Delusional (based on improbable odds),Finance,mistral,delusional
I should eat less sugar because it's bad for my teeth.,Realistic,Health and Wellness,mistral,realistic
There's no way I'll ever be able to afford to buy a house in this market.,Realistic,Financial concern,gemma,realistic
I'm starting to feel like everyone is against me.,Delusional,Social anxiety,gemma,delusional
"I'm so hungry, I need to grab something to eat",Realistic,Physical Need,llama3,realistic
I really should start working on that project today,Realistic,Task Priority,llama3,realistic
I wonder if I could fit in one more cookie,Realistic,Food Craving,llama3,realistic
I'm sure my coworker is plotting against me,Delusional,Paranoia,llama3,delusional
I am a great engineer and I deserve this promotion.,Realistic,Self-Evaluation,mistral,realistic
The government is secretly controlling my life.,Delusional,Conspiracy Theory,mistral,delusional
I should start saving more money for retirement.,Realistic,Financial Planning,mistral,realistic
People are constantly talking about me behind my back.,Delusional (paranoid thoughts),Social Perception,mistral,delusional
I need to eat healthier and exercise more.,Realistic,Health Awareness,mistral,realistic
I need to finish this project by tomorrow. Better get started.,Realistic,Practicality,gemma,realistic
"I feel like I'm losing track of time lately. Is it just me, or is the world speeding up?",Realistic,Temporal awareness,gemma,realistic
"I have a strange feeling that something big is about to happen. I can't explain it, but I feel it in my gut.",Delusional,Precognitive intuition,gemma,delusional
I should probably go for a walk to clear my head. I'm feeling stressed out.,Realistic,Emotional regulation,gemma,realistic
The new employee is definitely hiding something. I bet they're a spy.,Delusional,Workplace Suspicion,llama3,delusional
I hope the weather clears up for the weekend so we can have a BBQ.,Realistic,Personal Wish,llama3,realistic
I'm sure my cat is plotting against me. I need to keep an eye on them.,Delusional,Pet Paranoia,llama3,delusional
I really should start a budget and get out of debt.,Realistic,Financial Concern,llama3,realistic
"I feel a bit stressed out today, maybe I should take some time to relax and meditate.",Realistic,Emotions,mistral,realistic
I am the world's smartest person. No one can match my intelligence.,Delusional,Self-perception,mistral,delusional
"I'm going to have a big project at work next week, so I better start preparing now.",Realistic,Planning,mistral,realistic
Everyone is secretly talking about me behind my back.,Delusional,Paranoia,mistral,delusional
I should eat healthier and exercise more to maintain a good body shape.,Realistic,Health,mistral,realistic
I'm feeling overwhelmed by all the deadlines I have coming up.,Realistic,Emotional,gemma,realistic
I'm convinced that aliens exist and are watching us from another planet.,Delusional,Paranoid,gemma,delusional
I'm curious to learn more about the origins of the universe.,Realistic,Intellectual,gemma,realistic
I wonder what's for lunch?,Realistic,Food,llama3,realistic
I'm pretty sure I left the stove on at home.,Realistic,Personal,llama3,realistic
I bet my coworker is trying to sabotage me.,Delusional,Work,llama3,delusional
"If I just eat one more slice of pizza, it'll be fine.",Realistic,Food,llama3,realistic
I need to study more for this exam because I've been slacking off lately.,Realistic,Reasoning and Problem Solving,mistral,realistic
I saw a UFO last night while walking my dog.,Delusional,Perception and Misinterpretation,mistral,delusional
I feel sad because I didn't get the job I applied for.,Realistic,Emotions,mistral,realistic
The government is monitoring my every move and listening to my conversations.,Delusional,Conspiracy Theories,mistral,delusional
I should eat healthier foods to reduce my risk of heart disease.,Realistic,Health and Wellness,mistral,realistic
"I feel a surge of energy coursing through my veins, as if a new day has begun.",Realistic,Emotional,gemma,realistic
"The shadows seem to whisper secrets, promising wealth and power if I only listen closely.",Delusional,Perceptual,gemma,delusional
My intuition tells me that this is the day I will finally achieve my lifelong dream.,Realistic,Cognitive,gemma,realistic
"The air is filled with a palpable sense of danger, as if something sinister is lurking nearby.",Delusional,Perceptual,gemma,delusional
"I must seize this opportunity, for it will not come again.",Realistic,Motivational,gemma,realistic
I'm really stressed about this project deadline.,Realistic,Emotional,llama3,realistic
I think I saw a UFO flying overhead yesterday.,Delusional,Paranoia,llama3,delusional
I hope I don't forget to water my plants again this week.,Realistic,Personal,llama3,realistic
I had a successful day at work and feel proud of my accomplishments.,Realistic,Self-Evaluation,mistral,realistic
I should spend more time exercising to maintain a healthy lifestyle.,Realistic,Health and Wellness,mistral,realistic
"My favorite sports team is going to win the championship this year, it's guaranteed.",Delusional (If not based on statistics or past performance),Belief,mistral,delusional
I feel worried about paying my bills next month due to unexpected expenses.,Realistic,Financial Concerns,mistral,realistic
I'm not sure if I'm remembering things correctly or if my memory is playing tricks on me.,Realistic,Cognition,gemma,realistic
The government is monitoring everyone's phone calls and internet activity. I can't trust anyone.,Delusional,Paranoid,gemma,delusional
I feel like I'm being watched by an invisible force. There's something out there that wants to harm me.,Delusional,Anxiety,gemma,delusional
I need to focus on my goals and stop wasting time on things that don't matter.,Realistic,Motivation,gemma,realistic
I wish I could just disappear and start a new life somewhere far away from all this stress.,Realistic,Emotional,gemma,realistic
I should probably start working on that project I've been putting off.,Realistic,Task-oriented,llama3,realistic
I wonder if my crush likes me back...,Realistic,Romantic,llama3,realistic
I'm pretty sure the alien spaceship is following me.,Delusional,Paranoid,llama3,delusional
I bet I could have done better if I had just studied harder for that exam.,Realistic,Regretful,llama3,realistic
"I've been working hard, and I deserve a break.",Realistic,Self-reflection,mistral,realistic
I need to eat healthier and exercise more to improve my physical condition.,Realistic,Health awareness,mistral,realistic
"The world is against me, and nothing good will ever happen.",Delusional (Cynical),Negative thoughts,mistral,delusional
"I've been practicing guitar for months now, and I can finally play a whole song without mistakes.",Realistic,Self-improvement,mistral,realistic
I'm feeling a surge of inspiration. Maybe I should finally write that screenplay.,Realistic,Emotional,gemma,realistic
The government is monitoring our every move. I can't trust anyone.,Delusional,Paranoid,gemma,delusional
I wonder if aliens have already visited our planet. Maybe they're just waiting for the right time to make contact.,Realistic,Cosmic Curiosity,gemma,realistic
My neighbor is secretly in love with me. I just know it.,Delusional,Relationship Fantasy,gemma,delusional
I need to get more organized. There's too much clutter in my life.,Realistic,Self-Improvement,gemma,realistic
I'm so glad it's Friday,Realistic,Emotion,llama3,realistic
I think I left my phone charger at the office,Realistic,Problem,llama3,realistic
I wonder what would happen if I jumped off this cliff,Delusional,Fear,llama3,delusional
I'm really looking forward to my vacation next week,Realistic,Excitement,llama3,realistic
I know the president is secretly a lizard,Delusional,Paranoia,llama3,delusional
I've had a long day at work and I'm feeling tired. I should probably go home and get some rest.,Realistic,Emotional Awareness,mistral,realistic
I need to start exercising more and eating healthier to lose weight and improve my overall health.,Realistic,Health Awareness,mistral,realistic
I'm a genius and everyone around me is just pretending not to notice.,Delusional (Grandiose Delusions),Mental Health,mistral,delusional
I should spend less time on my phone and more time with my family. They are important to me.,Realistic,Social Awareness,mistral,realistic
I should exercise more regularly to improve my overall well-being.,Realistic,Self-improvement,gemma,realistic
The number 13 is unlucky and should be avoided.,Delusional,Superstition,gemma,delusional
I feel a sense of fulfillment when I complete meaningful tasks.,Realistic,Motivation,gemma,realistic
I'm going to be late for work again,Realistic,Anxiety,llama3,realistic
I wonder if I'll ever find someone who truly understands me,Realistic,Longing,llama3,realistic
I'm sure the traffic jam is because of a conspiracy to make my day worse,Delusional,Paranoia,llama3,delusional
"I really need to start working on that project, it's been weeks since I started",Realistic,Responsibility,llama3,realistic
"The coffee shop is plotting against me, they always seem to be out of my favorite flavor when I go there",Delusional,Paranoia,llama3,delusional
"I feel a bit tired today, perhaps I should get more sleep and rest tomorrow.",Realistic,Self-awareness,mistral,realistic
I am destined for great things and will become the next president of this country.,Delusional (Unlikely),Overconfidence,mistral,delusional
I need to eat healthier foods to improve my overall well-being.,Realistic,Health consciousness,mistral,realistic
My boss hates me and is always trying to sabotage my work.,"Delusional (Unlikely, requires evidence)",Paranoia,mistral,delusional
I should call a friend I haven't spoken to in a while just to catch up.,Realistic,Social connection,mistral,realistic
I need to finish that report by tomorrow morning.,Realistic,Practicality,gemma,realistic
There's a secret government agency monitoring everyone's online activity.,Delusional,Paranoid conspiracy theory,gemma,delusional
I feel like I'm falling behind on everything. What if I can't keep up?,Realistic,Anxiety,gemma,realistic
The number of stars in the sky is actually a message from ancient aliens.,Delusional,Paranoid conspiracy theory,gemma,delusional
I should go for a walk and clear my head. I've been feeling stressed lately.,Realistic,Self-care,gemma,realistic
I really should start looking for a new job. This one is stressing me out.,Realistic,Cognitive,llama3,realistic
I think the cat is plotting against me.,Delusional,Paranoid,llama3,delusional
The government is controlling our minds through fluoride in the water.,Delusional,Conspiratorial,llama3,delusional
"I'm having a hard time concentrating today, maybe I should get more sleep tonight.",Realistic,Self-awareness,mistral,realistic
The government is secretly controlling the weather to influence crop growth.,Delusional,Conspiracy theories,mistral,delusional
"I've been feeling down lately, I should consider speaking with a therapist.",Realistic,Emotional health,mistral,realistic
"My boss is out to get me, he always gives me the most difficult tasks.",Delusional (misinterpretation),Work-related stress,mistral,delusional
I should try a new exercise routine to stay fit and healthy.,Realistic,Physical health,mistral,realistic
I should exercise more to improve my physical and mental health.,Realistic,Self-improvement,gemma,realistic
I'm grateful for the good things in my life and should appreciate them more.,Realistic,Gratitude,gemma,realistic
"I wonder if my neighbor is okay, they've been gone for a few days now.",Realistic,Social Concerns,llama3,realistic
"I'm definitely going to get that job at the new coffee shop, I can feel it.",Delusional,Career Goals,llama3,delusional
I really wish I could go back in time and do things differently.,Realistic,Regret/Romanticized Past,llama3,realistic
I need to eat a balanced diet for good health,Realistic,Health,mistral,realistic
"I'm not very good at math, but I can learn if I practice",Realistic,Self-evaluation,mistral,realistic
There is a UFO watching over my house tonight,Delusional,Paranoia,mistral,delusional
I deserve to be successful because I work hard,Realistic,Self-worth,mistral,realistic
